,name,moves
27,Sandshrew,"['Scratch', 'Defense Curl', 'Poison Sting', 'Sand Attack', 'Rollout', 'Fury Cutter', 'Rapid Spin', 'Bulldoze', 'Swift', 'Fury Swipes', 'Agility', 'Slash', 'Dig', 'Gyro Ball', 'Swords Dance', 'Sandstorm', 'Earthquake', 'Defense Curl', 'Scratch', 'Mist', 'Powder Snow', 'Rollout', 'Fury Cutter', 'Rapid Spin', 'Metal Claw', 'Swift', 'Fury Swipes', 'Iron Defense', 'Slash', 'Iron Head', 'Gyro Ball', 'Swords Dance', 'Snowscape', 'Blizzard', 'Take Down', 'Agility', 'Mud-Slap', 'Protect', 'Low Kick', 'Thief', 'Facade', 'Aerial Ace', 'Bulldoze', 'Metal Claw', 'Swift', 'Icy Wind', 'Mud Shot', 'Rock Tomb', 'Fling', 'Avalanche', 'Endure', 'Sunny Day', 'Sandstorm', 'Snowscape', 'Dig', 'False Swipe', 'Brick Break', 'Shadow Claw', 'Body Slam', 'Ice Punch', 'Sleep Talk', 'Poison Jab', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Swords Dance', 'Spikes', 'Flash Cannon', 'Leech Life', 'Iron Head', 'Substitute', 'Iron Defense', 'X-Scissor', 'Stealth Rock', 'Ice Spinner', 'Amnesia', 'Earth Power', 'Ice Beam', 'Blizzard', 'Earthquake', 'Stone Edge', 'Steel Beam', 'Tera Blast', 'Sand Tomb', 'Smack Down', 'Gyro Ball', 'Knock Off', 'Super Fang', 'High Horsepower', 'Icicle Spear', 'Focus Punch', 'Double-Edge', 'Endeavor', 'Triple Axel', 'Scorching Sands', 'Throat Chop', 'Curse', 'Counter', 'Flail', 'Mud-Slap', 'Metal Claw', 'Night Slash', 'Hone Claws', 'Curse', 'Mirror Coat', 'Crush Claw', 'Ice Shard']"
28,Sandslash,"['Scratch', 'Crush Claw', 'Sand Attack', 'Poison Sting', 'Defense Curl', 'Rollout', 'Fury Cutter', 'Rapid Spin', 'Bulldoze', 'Swift', 'Fury Swipes', 'Sand Tomb', 'Slash', 'Dig', 'Gyro Ball', 'Swords Dance', 'Sandstorm', 'Earthquake', 'Icicle Spear', 'Swords Dance', 'Slash', 'Metal Claw', 'Icicle Crash', 'Take Down', 'Agility', 'Mud-Slap', 'Protect', 'Low Kick', 'Thief', 'Facade', 'Aerial Ace', 'Bulldoze', 'Metal Claw', 'Swift', 'Icy Wind', 'Mud Shot', 'Rock Tomb', 'Fling', 'Avalanche', 'Endure', 'Sunny Day', 'Sandstorm', 'Snowscape', 'Dig', 'False Swipe', 'Brick Break', 'Shadow Claw', 'Body Slam', 'Ice Punch', 'Sleep Talk', 'Poison Jab', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Swords Dance', 'Spikes', 'Flash Cannon', 'Leech Life', 'Iron Head', 'Gunk Shot', 'Substitute', 'Iron Defense', 'X-Scissor', 'Drill Run', 'Stealth Rock', 'Ice Spinner', 'Amnesia', 'Earth Power', 'Ice Beam', 'Blizzard', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Steel Beam', 'Tera Blast', 'Sand Tomb', 'Smack Down', 'Gyro Ball', 'Knock Off', 'Super Fang', 'High Horsepower', 'Icicle Spear', 'Focus Punch', 'Double-Edge', 'Endeavor', 'Triple Axel', 'Scorching Sands', 'Throat Chop', 'Curse', 'Counter', 'Flail', 'Mud-Slap', 'Metal Claw', 'Night Slash', 'Hone Claws', 'Curse', 'Mirror Coat', 'Crush Claw', 'Ice Shard', 'Scratch', 'Mist', 'Blizzard', 'Defense Curl', 'Swift', 'Fury Swipes', 'Powder Snow', 'Rollout', 'Fury Cutter', 'Rapid Spin', 'Iron Defense', 'Gyro Ball', 'Metal Burst', 'Iron Head', 'Snowscape', 'Agility', 'Defense Curl', 'Scratch', 'Mist', 'Powder Snow', 'Rollout', 'Fury Cutter', 'Rapid Spin', 'Fury Swipes']"
29,Nidoran♀,[]
30,Nidorina,[]
31,Nidoqueen,[]
32,Nidoran♂,[]
33,Nidorino,[]
34,Nidoking,[]
35,Clefairy,"['Tackle', 'Splash', 'Fairy Wind', 'Disarming Voice', 'Charm', 'Draining Kiss', 'Magical Leaf', 'Metronome', 'Bubble Beam', 'Moonlight', 'Amnesia', 'Dazzling Gleam', 'Mystical Fire', 'Moonblast', 'Double-Edge', 'Headbutt', 'Psyshock', 'Calm Mind', 'Thunder Wave', 'Ice Beam', 'Light Screen', 'Protect', 'Play Rough', 'Thunder Punch', 'Ice Punch', 'Swift', 'Dig', 'Fire Punch', 'Reflect', 'Body Slam', 'Endure', 'Stealth Rock', 'Fire Blast', 'Safeguard', 'Double-Edge', 'Zen Headbutt', 'Flamethrower', 'Psychic', 'Solar Beam', 'Thunderbolt', 'Hyper Voice', 'Shadow Ball', 'Substitute', 'Iron Tail', 'Dazzling Gleam', 'Heal Block', 'Metronome', 'Work Up', 'Blizzard', 'Thunder', 'Psychic ', 'Pound', 'Growl', 'Sing', 'Defense Curl', 'Disarming Voice', 'Splash', 'Sweet Kiss', 'Charm', 'Copycat', 'Stored Power', 'Encore', 'After You', 'Life Dew', 'Metronome', 'Moonlight', 'Gravity', 'Meteor Mash', 'Follow Me', 'Cosmic Power', 'Moonblast', 'Healing Wish', 'Take Down', 'Charm', 'Fake Tears', 'Protect', 'Water Pulse', 'Psybeam', 'Thief', 'Disarming Voice', 'Chilling Water', 'Charge Beam', 'Facade', 'Swift', 'Magical Leaf', 'Icy Wind', 'Draining Kiss', 'Stored Power', 'Night Shade', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Psyshock', 'Dig', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Rest', 'Imprison', 'Skill Swap', 'Substitute', 'Trick', 'Shadow Ball', 'Stealth Rock', 'Hyper Voice', 'Psychic', 'Encore', 'Flamethrower', 'Thunderbolt', 'Play Rough', 'Amnesia', 'Calm Mind', 'Helping Hand', 'Baton Pass', 'Ice Beam', 'Misty Terrain', 'Fire Blast', 'Blizzard', 'Thunder', 'Solar Beam', 'Tera Blast', 'Gravity', 'Knock Off', 'Uproar', 'Focus Punch', 'Dual Wingbeat', 'Misty Explosion', 'Psych Up', 'Double-Edge', 'Endeavor', 'Meteor Beam', 'Alluring Voice', 'Present', 'Wish', 'Tickle', 'Heal Pulse']"
36,Clefable,"['Tackle', 'Splash', 'Fairy Wind', 'Disarming Voice', 'Charm', 'Draining Kiss', 'Magical Leaf', 'Metronome', 'Bubble Beam', 'Moonlight', 'Amnesia', 'Dazzling Gleam', 'Mystical Fire', 'Moonblast', 'Air Slash', 'Double-Edge', 'Headbutt', 'Psyshock', 'Calm Mind', 'Thunder Wave', 'Ice Beam', 'Light Screen', 'Protect', 'Play Rough', 'Thunder Punch', 'Ice Punch', 'Swift', 'Dig', 'Fire Punch', 'Reflect', 'Body Slam', 'Endure', 'Stealth Rock', 'Fire Blast', 'Hyper Beam', 'Safeguard', 'Giga Impact', 'Double-Edge', 'Zen Headbutt', 'Flamethrower', 'Psychic', 'Solar Beam', 'Thunderbolt', 'Hyper Voice', 'Shadow Ball', 'Substitute', 'Iron Tail', 'Dazzling Gleam', 'Heal Block', 'Metronome', 'Focus Blast', 'Work Up', 'Blizzard', 'Thunder', 'Flamethrower ', 'Metronome', 'Meteor Mash', 'Moonblast', 'Life Dew', 'Take Down', 'Charm', 'Fake Tears', 'Protect', 'Water Pulse', 'Psybeam', 'Thief', 'Disarming Voice', 'Chilling Water', 'Charge Beam', 'Facade', 'Swift', 'Magical Leaf', 'Icy Wind', 'Draining Kiss', 'Stored Power', 'Night Shade', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Psyshock', 'Dig', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Rest', 'Imprison', 'Skill Swap', 'Substitute', 'Trick', 'Shadow Ball', 'Stealth Rock', 'Hyper Voice', 'Psychic', 'Encore', 'Flamethrower', 'Thunderbolt', 'Play Rough', 'Amnesia', 'Calm Mind', 'Helping Hand', 'Baton Pass', 'Ice Beam', 'Misty Terrain', 'Fire Blast', 'Blizzard', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Thunder', 'Solar Beam', 'Tera Blast', 'Gravity', 'Knock Off', 'Uproar', 'Focus Punch', 'Dual Wingbeat', 'Misty Explosion', 'Psych Up', 'Double-Edge', 'Endeavor', 'Future Sight', 'Meteor Beam', 'Alluring Voice', 'Present', 'Wish', 'Tickle', 'Heal Pulse', 'Pound', 'Growl', 'Sing', 'Defense Curl', 'Splash', 'Sweet Kiss', 'Charm', 'Encore', 'Moonlight', 'Follow Me', 'Cosmic Power', 'Gravity', 'Healing Wish', 'Copycat', 'After You', 'Stored Power', 'Disarming Voice', 'Pound', 'Growl', 'Sing', 'Defense Curl', 'Disarming Voice', 'Splash', 'Sweet Kiss', 'Charm', 'Copycat', 'Stored Power', 'Encore', 'After You', 'Moonlight', 'Gravity', 'Follow Me', 'Cosmic Power', 'Healing Wish']"
37,Vulpix,"['Tail Whip', 'Ember', 'Disable', 'Quick Attack', 'Spite', 'Incinerate', 'Confuse Ray', 'Will-O-Wisp', 'Extrasensory', 'Flamethrower', 'Imprison', 'Fire Spin', 'Safeguard', 'Inferno', 'Fire Blast', 'Tail Whip', 'Powder Snow', 'Disable', 'Ice Shard', 'Spite', 'Icy Wind', 'Confuse Ray', 'Aurora Beam', 'Extrasensory', 'Ice Beam', 'Imprison', 'Mist', 'Aurora Veil', 'Freeze-Dry', 'Blizzard', 'Take Down', 'Charm', 'Fake Tears', 'Agility', 'Protect', 'Confuse Ray', 'Disarming Voice', 'Chilling Water', 'Fire Spin', 'Facade', 'Hex', 'Snarl', 'Swift', 'Icy Wind', 'Draining Kiss', 'Flame Charge', 'Stored Power', 'Endure', 'Sunny Day', 'Rain Dance', 'Snowscape', 'Dig', 'Zen Headbutt', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Dazzling Gleam', 'Rest', 'Imprison', 'Dark Pulse', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Energy Ball', 'Encore', 'Flamethrower', 'Play Rough', 'Helping Hand', 'Baton Pass', 'Ice Beam', 'Misty Terrain', 'Nasty Plot', 'Fire Blast', 'Blizzard', 'Overheat', 'Flare Blitz', 'Tera Blast', 'Roar', 'Spite', 'Icicle Spear', 'Weather Ball', 'Burning Jealousy', 'Pain Split', 'Psych Up', 'Double-Edge', 'Roar', 'Hypnosis', 'Flail', 'Memento', 'Howl', 'Healing Wish', 'Flame Charge', 'Baby-Doll Eyes', 'Moonblast']"
38,Ninetales,"['Quick Attack', 'Flamethrower', 'Tail Whip', 'Dazzling Gleam', 'Tail Whip', 'Blizzard', 'Icy Wind', 'Imprison', 'Take Down', 'Charm', 'Fake Tears', 'Agility', 'Protect', 'Confuse Ray', 'Disarming Voice', 'Chilling Water', 'Fire Spin', 'Facade', 'Hex', 'Snarl', 'Swift', 'Icy Wind', 'Draining Kiss', 'Flame Charge', 'Stored Power', 'Night Shade', 'Avalanche', 'Endure', 'Sunny Day', 'Rain Dance', 'Snowscape', 'Psyshock', 'Dig', 'Zen Headbutt', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Dazzling Gleam', 'Rest', 'Imprison', 'Dark Pulse', 'Substitute', 'Will-O-Wisp', 'Shadow Ball', 'Heat Wave', 'Energy Ball', 'Encore', 'Flamethrower', 'Play Rough', 'Calm Mind', 'Helping Hand', 'Baton Pass', 'Ice Beam', 'Misty Terrain', 'Nasty Plot', 'Fire Blast', 'Blizzard', 'Giga Impact', 'Overheat', 'Hyper Beam', 'Flare Blitz', 'Solar Beam', 'Tera Blast', 'Roar', 'Spite', 'Icicle Spear', 'Weather Ball', 'Burning Jealousy', 'Pain Split', 'Psych Up', 'Double-Edge', 'Triple Axel', 'Scorching Sands', 'Roar', 'Hypnosis', 'Flail', 'Memento', 'Howl', 'Healing Wish', 'Flame Charge', 'Baby-Doll Eyes', 'Moonblast', 'Disable', 'Ember', 'Fire Spin', 'Confuse Ray', 'Fire Blast', 'Spite', 'Safeguard', 'Will-o-wisp', 'Imprison', 'Extrasensory', 'Nasty Plot', 'Incinerate', 'Inferno', 'Mist', 'Ice Beam', 'Aurora Beam', 'Powder Snow', 'Ice Shard', 'Freeze-dry', 'Aurora Veil', 'Ember', 'Disable', 'Spite', 'Incinerate', 'Confuse Ray', 'Will-o-wisp', 'Extrasensory', 'Imprison', 'Fire Spin', 'Safeguard', 'Inferno', 'Fire Blast', 'Powder Snow', 'Ice Shard', 'Aurora Beam', 'Mist', 'Aurora Veil', 'Freeze-dry']"
39,Jigglypuff,"['Disarming Voice', 'Copycat', 'Sweet Kiss', 'Defense Curl', 'Charm', 'Sing', 'Disable', 'Pound', 'Echoed Voice', 'Covet', 'Stockpile', 'Spit Up', 'Swallow', 'Round', 'Rest', 'Body Slam', 'Mimic', 'Gyro Ball', 'Hyper Voice', 'Double-Edge', 'Take Down', 'Charm', 'Fake Tears', 'Protect', 'Water Pulse', 'Thief', 'Disarming Voice', 'Trailblaze', 'Chilling Water', 'Facade', 'Swift', 'Magical Leaf', 'Icy Wind', 'Draining Kiss', 'Stored Power', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Psyshock', 'Dig', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Rest', 'Taunt', 'Body Press', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Shadow Ball', 'Stealth Rock', 'Hyper Voice', 'Energy Ball', 'Psychic', 'Encore', 'Ice Spinner', 'Flamethrower', 'Thunderbolt', 'Play Rough', 'Amnesia', 'Calm Mind', 'Helping Hand', 'Baton Pass', 'Ice Beam', 'Misty Terrain', 'Nasty Plot', 'Fire Blast', 'Blizzard', 'Wild Charge', 'Thunder', 'Solar Beam', 'Tera Blast', 'Gravity', 'Gyro Ball', 'Knock Off', 'Uproar', 'Focus Punch', 'Misty Explosion', 'Pain Split', 'Psych Up', 'Double-Edge', 'Endeavor', 'Alluring Voice', 'Psychic Noise', 'Perish Song', 'Rollout', 'Present', 'Wish', 'Covet', 'Gravity', 'Last Resort', 'Heal Pulse']"
40,Wigglytuff,"['Stockpile', 'Echoed Voice', 'Round', 'Copycat', 'Gyro Ball', 'Covet', 'Hyper Voice', 'Swallow', 'Spit Up', 'Disarming Voice', 'Pound', 'Sweet Kiss', 'Rest', 'Defense Curl', 'Mimic', 'Disable', 'Sing', 'Double-Edge', 'Body Slam', 'Charm', 'Play Rough', 'Take Down', 'Charm', 'Fake Tears', 'Protect', 'Water Pulse', 'Thief', 'Disarming Voice', 'Trailblaze', 'Chilling Water', 'Facade', 'Swift', 'Magical Leaf', 'Icy Wind', 'Draining Kiss', 'Stored Power', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Psyshock', 'Dig', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Rest', 'Taunt', 'Body Press', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Shadow Ball', 'Stealth Rock', 'Hyper Voice', 'Energy Ball', 'Psychic', 'Encore', 'Ice Spinner', 'Flamethrower', 'Thunderbolt', 'Play Rough', 'Amnesia', 'Calm Mind', 'Helping Hand', 'Baton Pass', 'Ice Beam', 'Misty Terrain', 'Nasty Plot', 'Fire Blast', 'Blizzard', 'Wild Charge', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Thunder', 'Solar Beam', 'Tera Blast', 'Gravity', 'Gyro Ball', 'Knock Off', 'Uproar', 'Focus Punch', 'Misty Explosion', 'Pain Split', 'Psych Up', 'Double-Edge', 'Endeavor', 'Expanding Force', 'Alluring Voice', 'Psychic Noise', 'Perish Song', 'Rollout', 'Present', 'Wish', 'Covet', 'Gravity', 'Last Resort', 'Heal Pulse']"
41,Zubat,[]
42,Golbat,[]
43,Oddish,"['Absorb', 'Growth', 'Acid', 'Sweet Scent', 'Mega Drain', 'Poison Powder', 'Stun Spore', 'Sleep Powder', 'Giga Drain', 'Toxic', 'Moonblast', 'Grassy Terrain', 'Moonlight', 'Petal Dance', 'Charm', 'Protect', 'Acid Spray', 'Trailblaze', 'Facade', 'Magical Leaf', 'Venoshock', 'Endure', 'Sunny Day', 'Bullet Seed', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Rest', 'Swords Dance', 'Substitute', 'Giga Drain', 'Energy Ball', 'Helping Hand', 'Grassy Terrain', 'Sludge Bomb', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Toxic', 'Grassy Glide', 'Leech Seed', 'Razor Leaf', 'Flail', 'Synthesis', 'Ingrain', 'Teeter Dance', 'Tickle', 'After You', 'Strength Sap']"
44,Gloom,"['Acid', 'Absorb', 'Growth', 'Sweet Scent', 'Mega Drain', 'Poison Powder', 'Stun Spore', 'Sleep Powder', 'Giga Drain', 'Toxic', 'Moonblast', 'Grassy Terrain', 'Moonlight', 'Petal Dance', 'Charm', 'Protect', 'Acid Spray', 'Trailblaze', 'Facade', 'Magical Leaf', 'Venoshock', 'Endure', 'Sunny Day', 'Bullet Seed', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Rest', 'Swords Dance', 'Substitute', 'Giga Drain', 'Energy Ball', 'Helping Hand', 'Pollen Puff', 'Grassy Terrain', 'Sludge Bomb', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Toxic', 'Grassy Glide', 'Petal Blizzard', 'Leech Seed', 'Razor Leaf', 'Flail', 'Synthesis', 'Ingrain', 'Teeter Dance', 'Tickle', 'After You', 'Strength Sap']"
45,Vileplume,"['Petal Blizzard', 'Acid', 'Absorb', 'Mega Drain', 'Growth', 'Poison Powder', 'Stun Spore', 'Sleep Powder', 'Petal Dance', 'Toxic', 'Giga Drain', 'Sweet Scent', 'Moonlight', 'Grassy Terrain', 'Moonblast', 'Charm', 'Protect', 'Acid Spray', 'Trailblaze', 'Facade', 'Magical Leaf', 'Fling', 'Venoshock', 'Endure', 'Sunny Day', 'Bullet Seed', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Dazzling Gleam', 'Grass Knot', 'Rest', 'Swords Dance', 'Substitute', 'Giga Drain', 'Energy Ball', 'Helping Hand', 'Pollen Puff', 'Grassy Terrain', 'Sludge Bomb', 'Giga Impact', 'Leaf Storm', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Toxic', 'Solar Blade', 'Weather Ball', 'Grassy Glide', 'Petal Blizzard', 'Sludge Wave', 'Leech Seed', 'Razor Leaf', 'Flail', 'Synthesis', 'Ingrain', 'Teeter Dance', 'Tickle', 'After You', 'Strength Sap']"
46,Paras,[]
47,Parasect,[]
48,Venonat,"['Tackle', 'Disable', 'Supersonic', 'Confusion', 'Poison Powder', 'Psybeam', 'Stun Spore', 'Bug Buzz', 'Sleep Powder', 'Leech Life', 'Zen Headbutt', 'Poison Fang', 'Psychic', 'Take Down', 'Agility', 'Protect', 'Acid Spray', 'Struggle Bug', 'Psybeam', 'Confuse Ray', 'Thief', 'Pounce', 'Facade', 'Swift', 'Night Shade', 'Venoshock', 'Endure', 'Sunny Day', 'Zen Headbutt', 'Sleep Talk', 'Rest', 'Toxic Spikes', 'Leech Life', 'Skill Swap', 'Substitute', 'Giga Drain', 'Energy Ball', 'Psychic', 'Baton Pass', 'Sludge Bomb', 'Bug Buzz', 'Solar Beam', 'Tera Blast', 'Toxic', 'Bug Bite', 'Lunge', 'Endeavor', 'Skitter Smack', 'Psychic Noise', 'Agility', 'Screech', 'Baton Pass', 'Morning Sun', 'Toxic Spikes', 'Bug Bite', 'Venoshock', 'Rage Powder']"
49,Venomoth,"['Air Slash', 'Tackle', 'Supersonic', 'Disable', 'Quiver Dance', 'Confusion', 'Poison Powder', 'Psybeam', 'Stun Spore', 'Bug Buzz', 'Sleep Powder', 'Leech Life', 'Zen Headbutt', 'Poison Fang', 'Psychic', 'Take Down', 'Agility', 'Protect', 'Acid Spray', 'Acrobatics', 'Struggle Bug', 'Psybeam', 'Confuse Ray', 'Thief', 'Pounce', 'Facade', 'Swift', 'Air Cutter', 'Night Shade', 'Venoshock', 'Endure', 'Sunny Day', 'Zen Headbutt', 'U-turn', 'Air Slash', 'Sleep Talk', 'Rest', 'Toxic Spikes', 'Leech Life', 'Skill Swap', 'Substitute', 'Giga Drain', 'Energy Ball', 'Psychic', 'Baton Pass', 'Sludge Bomb', 'Giga Impact', 'Bug Buzz', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Toxic', 'Bug Bite', 'Lunge', 'Double-Edge', 'Endeavor', 'Sludge Wave', 'Skitter Smack', 'Psychic Noise', 'Agility', 'Screech', 'Baton Pass', 'Morning Sun', 'Toxic Spikes', 'Bug Bite', 'Venoshock', 'Rage Powder']"
50,Diglett,"['Scratch', 'Sand Attack', 'Growl', 'Astonish', 'Mud-Slap', 'Bulldoze', 'Sucker Punch', 'Slash', 'Sandstorm', 'Dig', 'Earth Power', 'Earthquake', 'Fissure', 'Sand Attack', 'Metal Claw', 'Growl', 'Astonish', 'Mud-Slap', 'Bulldoze', 'Sucker Punch', 'Iron Head', 'Sandstorm', 'Dig', 'Earth Power', 'Earthquake', 'Fissure', 'Take Down', 'Charm', 'Agility', 'Mud-Slap', 'Scary Face', 'Protect', 'Thief', 'Facade', 'Bulldoze', 'Metal Claw', 'Mud Shot', 'Rock Tomb', 'Endure', 'Sunny Day', 'Sandstorm', 'Dig', 'Shadow Claw', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Swords Dance', 'Flash Cannon', 'Iron Head', 'Substitute', 'Iron Defense', 'Stealth Rock', 'Helping Hand', 'Earth Power', 'Reversal', 'Sludge Bomb', 'Earthquake', 'Stone Edge', 'Steel Beam', 'Tera Blast', 'Sand Tomb', 'Smack Down', 'Uproar', 'Double-Edge', 'Endeavor', 'Scorching Sands', 'Throat Chop', 'Metal Sound', 'Curse', 'Headbutt', 'Ancient Power', 'Memento', 'Hone Claws', 'Final Gambit', 'Thrash', 'Metal Sound']"
51,Dugtrio,"['Sand Tomb', 'Scratch', 'Sand Attack', 'Growl', 'Tri Attack', 'Astonish', 'Night Slash', 'Mud-Slap', 'Bulldoze', 'Sucker Punch', 'Slash', 'Sandstorm', 'Dig', 'Earth Power', 'Earthquake', 'Fissure', 'Sand Tomb', 'Sand Attack', 'Growl', 'Tri Attack', 'Metal Claw', 'Astonish', 'Night Slash', 'Mud-Slap', 'Bulldoze', 'Sucker Punch', 'Iron Head', 'Sandstorm', 'Dig', 'Earth Power', 'Earthquake', 'Fissure', 'Take Down', 'Charm', 'Agility', 'Mud-Slap', 'Scary Face', 'Protect', 'Thief', 'Facade', 'Bulldoze', 'Metal Claw', 'Mud Shot', 'Rock Tomb', 'Endure', 'Sunny Day', 'Sandstorm', 'Dig', 'Shadow Claw', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Swords Dance', 'Flash Cannon', 'Iron Head', 'Substitute', 'Iron Defense', 'Stealth Rock', 'Helping Hand', 'Earth Power', 'Reversal', 'Sludge Bomb', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Hyper Beam', 'Steel Beam', 'Tera Blast', 'Sand Tomb', 'Smack Down', 'Uproar', 'Double-Edge', 'Endeavor', 'Sludge Wave', 'Scorching Sands', 'Throat Chop', 'Metal Sound', 'Curse', 'Headbutt', 'Ancient Power', 'Memento', 'Hone Claws', 'Final Gambit', 'Thrash', 'Metal Sound']"
52,Meowth,"['Growl', 'Fake Out', 'Feint', 'Scratch', 'Pay Day', 'Bite', 'Taunt', 'Assurance', 'Fury Swipes', 'Screech', 'Slash', 'Nasty Plot', 'Play Rough', 'Growl', 'Fake Out', 'Feint', 'Scratch', 'Pay Day', 'Bite', 'Taunt', 'Assurance', 'Fury Swipes', 'Screech', 'Night Slash', 'Nasty Plot', 'Play Rough', 'Growl', 'Fake Out', 'Hone Claws', 'Scratch', 'Pay Day', 'Metal Claw', 'Taunt', 'Swagger', 'Fury Swipes', 'Screech', 'Slash', 'Metal Sound', 'Thrash', 'Take Down', 'Charm', 'Fake Tears', 'Agility', 'Protect', 'Confuse Ray', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Aerial Ace', 'Snarl', 'Metal Claw', 'Swift', 'Icy Wind', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'False Swipe', 'Brick Break', 'U-turn', 'Shadow Claw', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Metronome', 'Thunder Wave', 'Rest', 'Taunt', 'Swords Dance', 'Flash Cannon', 'Dark Pulse', 'Iron Head', 'Power Gem', 'Gunk Shot', 'Substitute', 'Iron Defense', 'X-Scissor', 'Crunch', 'Shadow Ball', 'Stealth Rock', 'Hyper Voice', 'Thunderbolt', 'Play Rough', 'Amnesia', 'Helping Hand', 'Nasty Plot', 'Thunder', 'Steel Beam', 'Tera Blast', 'Spite', 'Gyro Ball', 'Knock Off', 'Lash Out', 'Pain Split', 'Psych Up', 'Double-Edge', 'Endeavor', 'Throat Chop', 'Metal Sound', 'Curse', 'Tail Whip', 'Hypnosis', 'Flail', 'Spite', 'Covet', 'Last Resort', 'Flatter', 'Parting Shot', 'Double-Edge', 'Curse', 'Night Slash']"
53,Persian,"['Power Gem', 'Scratch', 'Growl', 'Fake Out', 'Feint', 'Switcheroo', 'Pay Day', 'Bite', 'Taunt', 'Assurance', 'Fury Swipes', 'Screech', 'Slash', 'Nasty Plot', 'Play Rough', 'Power Gem', 'Scratch', 'Growl', 'Fake Out', 'Feint', 'Switcheroo', 'Quash', 'Pay Day', 'Bite', 'Taunt', 'Assurance', 'Fury Swipes', 'Screech', 'Night Slash', 'Nasty Plot', 'Play Rough', 'Take Down', 'Charm', 'Fake Tears', 'Agility', 'Protect', 'Confuse Ray', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Aerial Ace', 'Snarl', 'Metal Claw', 'Swift', 'Icy Wind', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'False Swipe', 'U-turn', 'Shadow Claw', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Thunder Wave', 'Rest', 'Taunt', 'Dark Pulse', 'Power Gem', 'Gunk Shot', 'Substitute', 'Shadow Ball', 'Hyper Voice', 'Thunderbolt', 'Play Rough', 'Amnesia', 'Helping Hand', 'Nasty Plot', 'Giga Impact', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Roar', 'Spite', 'Smack Down', 'Knock Off', 'Burning Jealousy', 'Lash Out', 'Pain Split', 'Psych Up', 'Double-Edge', 'Endeavor', 'Skitter Smack', 'Throat Chop', 'Curse', 'Tail Whip', 'Hypnosis', 'Flail', 'Spite', 'Covet', 'Last Resort', 'Flatter', 'Parting Shot']"
